"tweet_id","cascade_rows","size","edge_count","root_count","component_count","depth_graph","depth_field","max_breadth","avg_breadth","root_breadth","root_share","branching_mean","branching_sd","structural_virality","time_min","time_max","time_span","time_to_50pct","time_to_80pct","avg_interaction","avg_interest_similarity","avg_structural_redundancy","avg_number_exposures","total_number_exposures","mean_reciprocity","mean_retweeting_inertia","mean_followers_retweeter","mean_friends_retweeter","mean_statuses_retweeter","mean_age_retweeter","mean_followers_parent","mean_friends_parent","mean_statuses_parent","mean_age_parent","root_followers","root_friends","root_statuses","root_age","embed_1","embed_2","embed_3","embed_4","embed_5","cascade_type","shape_cluster"
"1099817367381524480",29,30,29,1,1,2,2,28,10,28,0.96551724137931,14.5,19.0918830920368,1.99540229885057,-1.64571083585207,-0.318980166064377,1.32673066978769,-1.64571083585207,-1.64571083585207,1.40628146348608,0.0401865631332566,0.0260175170938785,0,0,0.0344827586206897,0.552499463818226,1773.75862068966,2133.58620689655,35552.5172413793,6.75862068965517,4418.79310344828,348.172413793103,21484.4137931034,10.0344827586207,4519,308,20283,10,5.29499635228212,0.981332578343918,0.000000000000000111022302462516,0.0000000000000000000000000000000930775577326621,0.000000000000000000000000000000000000000000000112374476687566,"broadcast",1
"1099819376449122304",7,8,7,1,1,1,1,7,4,7,1,7,0,1.75,-1.54938117029523,-1.54938117029523,0,-1.54938117029523,-1.54938117029523,2.3040405110494,0.0674163771606418,0.0548785802506382,0,0,0,0.742006184526745,772.285714285714,1635.14285714286,66361,6.85714285714286,86726,1720,79111,11,86726,1720,79111,11,2.64575131106459,0,0,0,0,"unclassified",NA
"1099820387276328960",80,81,80,1,1,37,37,7,2.13157894736842,7,0.0875,1.86046511627907,1.37289050908826,13.7148148148148,-1.25033645272647,1.93072260112993,3.1810590538564,0.0559483444529433,0.617598810604603,0.549177971414281,0.0828326078048723,0.416404742821283,2.08100891078381,166.480712862705,0.9,0.79249972647633,12978.3625,12458.55,50281.5625,5.3875,27857.7,26855.7625,57240.975,5.65,61072,58007,37455,2,2.68616928666086,2.61877044919802,2.57281863452079,2.49125578216662,2.38495812459022,"viral",2
"1099820823483957249",25,26,25,1,1,12,12,6,2,6,0.24,1.78571428571429,1.36880472443164,5.60923076923077,-1.25975321241076,1.56325620818863,2.82300942059939,-0.0673488328805639,0.598561358515342,1.1386342336437,0.0481314443594607,0.192916035928706,1.24981890871782,31.2454727179454,0.8,0.596573538140341,1384.76,1742.52,25850.12,3.68,1869.56,1694.12,25489.28,2.92,2512,1255,11198,2,2.60038950482729,2.27719475433201,2.00332626085113,1.76343789084371,1.52224559512328,"viral",2
"1099821356189921281",7,8,7,1,1,1,1,7,4,7,1,7,0,1.75,0.407696803171962,0.407696803171962,0,0.407696803171962,0.407696803171962,3.93077023702736,0.175785572370759,0.106397166715987,0,0,0,0.441761404236722,546.285714285714,1449.85714285714,4431.42857142857,7.28571428571429,52402,4225,21380,10,52402,4225,21380,10,2.64575131106459,0,0,0,0,"unclassified",NA
"1099822295680471041",4,5,4,1,1,4,4,1,1,1,0.25,1,0,2,-1.28167548825282,1.04020460072874,2.32188008898156,-0.205492867885528,0.428151021099634,1.68335047295934,0.304341576478041,0.323698704139293,0.447939867307014,1.79175946922805,1,0.573313187564486,1636.75,1759.5,7381,2.5,1662.75,1774.5,8559.75,3.75,609,495,6051,6,1.73205080756888,1,0,-1,-1.73205080756888,"unclassified",NA
"1099822903858790403",12,13,12,1,1,1,1,12,6.5,12,1,12,0,1.84615384615385,-1.60935799104413,-1.60935799104413,0,-1.60935799104413,-1.60935799104413,3.86297655028133,0.106288139661957,0.211600326167057,0,0,0.833333333333333,0.76241005139276,2315.75,1785.91666666667,63127.5,6.41666666666667,67201,19174,43430,8,67201,19174,43430,8,3.46410161513775,0,0,0,0,"broadcast",1
"1099822912251486208",4,6,4,2,2,2,3,3,2,3,0.75,1.33333333333333,0.577350269189626,1.57142857142857,-0.847942384251057,-0.146469538477857,0.7014728457732,-0.63957752217188,-0.317315411446765,1.10770419971083,0.348679024670591,0.110924091256921,0.173286795139986,0.693147180559945,1,0.706096370307379,258.5,226.25,16051.25,1.5,1265.25,265,14950,1.75,119,226,2159,1,1.6180339887499,1,0.618033988749894,-0.618033988749895,-1,"unclassified",NA
"1099824116042027009",72,73,72,1,1,4,4,61,14.6,61,0.847222222222222,8,19.8871818013513,2.45814307458143,-1.70449319724967,0.690663682029249,2.39515687927892,-0.788301999477005,-0.788301999477005,1.62943268129405,0.117504175685113,0.0332573045461421,0,0,0.138888888888889,0.639782905454436,1144,1008.34722222222,62929.8055555556,6.68055555555556,17468.2638888889,902.277777777778,26251.4444444444,4.59722222222222,20028,620,5988,4,7.81564987993044,2.17217377602249,1.40850631692418,1.12468098579882,1,"broadcast",1
"1099824153778053121",6,7,6,1,1,2,2,4,2.33333333333333,4,0.666666666666667,3,1.4142135623731,2,-0.767736921282811,0.613136832546204,1.38087375382902,-0.767736921282811,0.613136832546204,2.39273470838106,0.156918620963526,0.106502137565825,0,0,0.333333333333333,0.720761354765592,2931.33333333333,3221.5,20357.8333333333,8,7765.33333333333,2503,8963.33333333333,8.33333333333333,4852,1676,8889,8,2.17532774716107,1.12603250061049,0.000000000000000444089209850063,-0.000000000000000000000000000000000000000000000000342113882891801,-0.000000000000000000000000000165124646967467,"unclassified",NA
