"tweet_id","depth","breadth"
"1098887800592699392",3,22
"1098887800592699392",4,6
"1098888257742430208",0,1
"1098888257742430208",1,42
"1098888257742430208",2,7
"1098888257742430208",3,5
"1098888945599827968",0,1
"1098888945599827968",1,1
"1098888945599827968",2,2
"1098888945599827968",3,2
"1098890212296536065",0,1
"1098890212296536065",1,16
"1098890212296536065",2,2
"1098891382494760966",0,1
"1098891382494760966",1,7
"1098892758226558981",0,1
"1098892758226558981",1,24
"1098892758226558981",2,2
"1098892766619287552",0,1
"1098892766619287552",1,21
"1098892766619287552",2,2
"1098892766619287552",3,2
"1098896843482767360",0,1
"1098896843482767360",1,2
"1098896843482767360",2,3
"1098896981919858688",0,1
"1098896981919858688",1,41
"1098896981919858688",2,14
"1098896981919858688",3,4
"1098896981919858688",4,2
"1098898332490125312",0,1
"1098898332490125312",1,4
"1098898332490125312",2,2
"1098898332490125312",3,2
"1098898332490125312",4,1
"1098898332490125312",5,1
"1098898332490125312",6,1
"1098898332490125312",7,1
"1098898332490125312",8,2
"1098898332490125312",9,4
"1098898332490125312",10,1
"1098898332490125312",11,2
"1098898332490125312",12,2
"1098898437326716928",0,1
"1098898437326716928",1,5
"1098898437326716928",2,2
"1098898437326716928",3,5
"1098898437326716928",4,1
"1098899485915111424",0,1
"1098899485915111424",1,3
"1098900580632809473",0,3
"1098900580632809473",1,3
"1098900580632809473",2,1
"1098900974884847618",0,1
"1098900974884847618",1,6
"1098900974884847618",2,2
"1098900974884847618",3,1
"1098903621494661123",0,1
"1098903621494661123",1,1
"1098903621494661123",2,2
"1098903621494661123",3,2
"1098903621494661123",4,1
"1098914845435588608",0,1
"1098914845435588608",1,5
"1098914845435588608",2,1
"1098915432642285570",0,1
"1098915432642285570",1,1
"1098915432642285570",2,1
"1098915432642285570",3,1
"1098915432642285570",4,2
"1098916346987982848",0,1
"1098916346987982848",1,2
"1098916346987982848",2,1
"1098916346987982848",3,2
"1098917747923263488",0,1
"1098917747923263488",1,2
"1098917747923263488",2,1
"1098917747923263488",3,2
"1098919148783091712",0,1
"1098919148783091712",1,2
"1098919148783091712",2,2
